frame_number,timestamp_ms,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back
229,7632.022889842632,169.31295123216003,,117.51460005007681,,138.1499546140838,144.17014333739147,127.93640175805585,122.48884537524836,149.2631922037537,160.0956895494536,179.9953377613106,141.30262282041417
230,7665.350500715307,167.94340655286268,,114.9253288718638,,138.0228752315261,144.17367065902317,122.91994866499257,120.48160814083833,150.83034689276724,160.48044237982583,179.99532006446356,141.22481035999195
231,7698.678111587982,167.7275560915377,,113.06941357812505,,136.6757935232736,143.26124120294668,123.0083661717513,117.18706652383763,142.63072144973052,164.0345904740704,179.9950276252879,140.0987576491921
232,7732.005722460658,169.70291828736094,,109.31703375314373,,136.99487136551608,141.82275494592756,123.84939906473693,115.71826401303076,140.6625319981499,164.69170736765727,179.99427213746645,139.51329293723452
233,7765.333333333333,166.78641944622896,,109.34759181674917,,133.9525117702828,140.75428032713396,122.41279653936412,115.27871263752023,144.57827634701783,160.9633394389419,179.9944153686184,137.50794642457996
234,7798.660944206008,168.1622759728249,,106.38291294380525,,133.36043193537319,140.45420486979532,122.45327375355157,115.94870067430145,141.08283131375183,159.0878517241985,179.99312968505598,137.00391396423893
235,7831.988555078684,168.9967839725108,,103.54574997893033,,135.95651848798846,140.55118206890197,125.21735298440893,115.86712194623485,146.21974856981532,160.35503769455295,179.99186732128084,138.32474237140644
236,7865.316165951359,167.58633903047513,,105.23727807418766,,136.09504481999696,140.858980215888,131.99993211635467,115.63489835287523,122.07025336200633,154.96632231919315,179.99415210353678,138.62982954125474
237,7898.643776824034,162.24248960769398,,100.78358933111691,,137.09268498536633,140.32990959373276,134.68157989639525,114.23620959772619,114.54674429200361,158.38738127538986,179.99440855738663,138.75614992514465
238,7931.971387696709,162.32667770610254,,98.4633071943523,,138.3273199223884,139.48885188851776,134.32314313700076,115.8588440363629,113.86195775759354,140.11914045416816,179.99364363163423,138.85327415234684
239,7965.298998569385,162.58485258133925,,97.05471032627389,,139.3245250847539,138.95591046187283,133.8524382478457,112.86516969530325,112.13166437187914,148.15871598222245,179.99326505108394,139.0666591986817
240,7998.62660944206,161.57986843026356,,96.59609502538683,,138.85179377601952,139.23909721706494,131.4341313012318,111.94996777137496,112.27022248556624,148.82707803959556,179.9935517770467,139.0275619390145
241,8031.954220314736,161.27243916199401,,95.7338973363928,,138.10089281889597,138.6855329478649,129.5481569656742,110.29346812863444,112.88834333750106,151.66752936045353,179.99330324028261,138.37495199416546
242,8065.281831187411,161.46411335044408,,95.40275593226728,,137.14041489693594,138.85271728439926,127.18379306762331,109.40320822856039,111.96963860449412,153.90858316192077,179.99336824473536,138.01025509740882
243,8098.609442060086,161.04802216281288,,94.86672653672363,,136.60078276701176,138.69392142377816,125.89396753958896,108.11516301276474,107.13768638907176,158.65806566573815,179.9933574690688,137.66695905838438
244,8131.937052932761,160.89162323407345,,94.67815404967702,,136.15578269170965,138.0336680275047,116.0704583845036,119.78046145735651,137.71635950239013,149.39601319825726,179.9934349081126,137.09922804516503
245,8165.264663805436,161.4007492416952,,95.303212254351,,135.20065615860585,137.810083733721,125.3619500336226,117.12905474956159,110.0255054225577,151.15811354017657,179.99341439064673,136.52136237772316
246,8198.59227467811,161.97992574770143,,95.80235352960734,,134.03695462683544,138.2170728720336,140.0462788907762,109.65268570395588,162.19665559513575,162.5693583538991,179.99344616527088,136.13856885447032
247,8231.919885550788,162.60202217725558,,96.28331760821779,,133.13985050104301,137.60887127927467,142.25337636715238,109.16606755957567,155.9659983164787,163.96318780282039,179.99342874128774,135.39217450173874
248,8265.247496423463,163.54361358831864,,96.63286006809713,,132.21328008154097,137.36241176541435,139.89192865897562,109.6687695273378,149.27643635669241,166.5158598423668,179.993428811283,134.80432085575032
249,8298.575107296138,163.1612834528592,,96.88525729338244,,130.94326472673637,136.56395322735017,137.78400397416695,109.35976918664616,144.9949423628319,166.3145286778319,179.99327992029194,133.75435575065765
250,8331.902718168812,163.8976410728474,,97.73831128404773,,130.64589028924786,136.47426114876404,137.33579814758093,110.40921603566966,144.2858050363148,166.36000283662992,179.99346442809218,133.55623112133034
251,8365.230329041487,162.31381516477524,,98.11385534229211,,130.4702476765332,136.57500866000387,137.9860238983008,111.54078638605796,140.90783009078459,165.04257707634952,179.99357587898237,133.51509809937988
252,8398.557939914162,161.9523191632036,,99.27073269636905,,130.5771475525269,137.00145779557843,139.01839764648966,112.18921693906505,112.22546815393447,168.13920940510351,179.99375459430325,133.77671474030063
253,8431.885550786837,161.10381012180864,,99.9046496555202,,131.45074381626594,136.893071358815,132.4512779612951,118.20028007000259,119.21145099958424,154.0660429921065,179.9938462128835,134.1756619065
254,8465.213161659514,159.78284368592475,,100.32627187029732,,131.56403093953634,136.4668110479921,134.08940391154934,118.4424259311466,123.78130894531901,153.30562171851574,179.99372475579807,134.0358414111011
255,8498.54077253219,158.77067710085984,,101.14557290465027,,130.8522458613517,136.17664622315198,136.3791401067018,117.33378525740433,132.91074793819388,159.36671956947433,179.99347672173795,133.52366501802274
256,8531.868383404864,160.13015187863186,,103.36789063927688,,130.02944054034418,135.78237835720788,137.23684410258087,116.66591934935197,128.3193004749235,157.14370023331196,179.99334012368757,132.9151990100939
257,8565.19599427754,161.6200304264679,,105.10241135343345,,129.8415139075568,136.47639260765757,138.1097807602391,116.5291442194997,125.71009391284174,156.23480703727245,179.99355552134193,133.18641664944167
258,8598.523605150214,162.64415913940664,,105.5695296317375,,130.38797994191376,137.87201632913232,137.4576257038599,115.85968318181858,123.53818299744542,154.09143916437472,179.99359735349537,134.17429934709708
259,8631.85121602289,163.08246746757834,,105.28239934978176,,130.14835503510193,141.91064792121685,134.66971306800414,116.75919337174092,125.04394621598304,151.7866479320492,179.99381937305887,136.01104175227962
260,8665.178826895564,162.85918206150407,,103.3741083061237,,133.50028447601275,146.1699009767256,134.88754429024252,117.76674072424288,131.61399964581258,150.96709937464595,179.99393045601178,139.8022752944905
261,8698.506437768241,162.12731052602777,,100.67943410219007,,137.8587171030672,147.49213910872314,136.50177178339814,114.49886921489366,130.86746131897453,157.16785151496813,179.99391440906766,142.69167296547593
262,8731.834048640916,160.140991167225,,97.6011379548932,,140.60012642817674,149.92160494765218,136.66946573363415,114.00248671864543,135.8963170680603,162.17530963336668,179.9940515957757,145.25430145364902
263,8765.161659513591,164.61016731196344,,98.2837641879927,,144.76294642444745,154.73966045285775,138.898411298168,115.88935696847355,145.2517501088517,166.2587062947963,179.99354207385747,149.70738021236585
264,8798.489270386266,164.70168899028343,,97.06942717456955,,145.08071690809908,154.70524214737193,139.732815994622,115.0767138819947,149.96967546582812,169.49680104182883,179.99350223255536,149.84838106736103
265,8831.816881258941,165.20916318586947,,94.98911003340298,,146.13098082922903,153.60221312916985,140.4969731684888,113.10839810375452,144.58635267380026,170.30314218538862,179.993531934705,149.85162915547562
266,8865.144492131616,164.2805790117447,,89.76234327786734,,146.58447818903355,153.59141128865645,140.16697399573752,112.42219235906927,141.5513236906538,168.5113719716268,179.9931990406261,150.05451434229954
267,8898.472103004291,164.53198032691472,,87.32089825480078,,146.9200412135158,151.7947436287959,139.9739035799709,108.65769155549118,130.41028282891614,168.6187614494287,179.99333307620648,149.35301539634165
268,8931.799713876968,165.2096536005371,,87.70915757407016,,146.26100990515926,151.2336059986635,140.53435909472435,107.29103813878933,127.74717432642278,169.38385389952313,179.99404495837555,148.7855569700416
269,8965.127324749643,167.05885783664243,,89.30893487710964,,144.70348817401066,148.65878063251816,139.5136318181418,105.47664117547762,117.56556673421038,171.19432786496705,179.9941663990184,146.73814170063736
270,8998.454935622318,167.06696788342632,,89.90899591080264,,143.74917555969088,147.75855602398138,128.13544714814012,108.94111538083774,126.86086921074737,176.00033483840193,179.99441485874897,145.7861717038004
271,9031.782546494993,168.17406283418487,,90.54548050066117,,143.11683777456568,,129.69430184940572,,123.97557672613375,,179.9943883645617,
272,9065.110157367668,169.17584212472417,,90.18189535777614,,143.81108207559387,,130.2083175212178,,126.6173339222189,,179.9943354312538,
273,9098.437768240343,170.32588195168614,,90.18515152328617,,143.8598532919146,,128.65695838862445,,127.13734522531209,,179.9943955324537,
274,9131.765379113018,170.8677905729772,,90.12924249434853,,142.9621489034996,,126.09209158232157,,127.85741012944821,,179.99477531105063,
275,9165.092989985695,170.71621222820755,,89.73489846206712,,142.5378644268446,,124.39257313042042,,139.83838135563104,,179.9946939070297,
276,9198.42060085837,170.55766110168278,,89.57791965800358,,141.65903711799,,122.65315340387167,,147.28791695228233,,179.99464244097678,
277,9231.748211731045,170.80676273417984,,89.71607860997436,,141.38623778268243,,123.16733802769637,,147.91533652789468,,179.99459441598069,
278,9265.07582260372,170.2389915096668,,89.41572635923832,,140.83528852160256,,124.36345012529793,,153.32838615832077,,179.9948242451498,
279,9298.403433476395,169.8132818412222,,89.19900900690865,,140.3168850261984,,124.94724798650641,,155.71513560140983,,179.99492606746628,
280,9331.73104434907,169.21289270083093,,89.31859932376645,,139.69497015468087,,125.33966847084949,,155.6972786624759,,179.99512530252326,
281,9365.058655221745,168.66589417813387,,89.59332581257863,,138.79790168443662,,125.28916349781926,,155.42185850184478,,179.99524951335894,
282,9398.386266094421,168.9591088321248,,90.71666786564998,,136.07478878749717,,123.42758996612739,,155.70761906919176,,179.99537117973998,
283,9431.713876967096,168.90323609463348,,92.08497739448286,,133.00345001689524,,121.6668910639382,,152.68446219560164,,179.99573520023037,
284,9465.041487839771,168.94009644309185,,93.04253154079404,,131.8640268494535,,121.9103227232775,,150.11786786040352,,179.99599909389417,
285,9498.369098712446,169.0421523149602,,93.31514135820332,,132.27836847302834,,122.65952435807186,,149.2507811784019,,179.9959947499018,
286,9531.696709585121,169.0835682657515,,93.15708530857314,,132.69725869914,,122.9990261175362,,148.51889256591227,,179.99594088558996,
287,9565.024320457796,168.9858606159898,,92.64624704317684,,132.6265378028719,,122.19462297535064,,147.15059333243337,,179.99584717705451,
288,9598.351931330471,168.8610780443145,,89.20561310309708,,138.2792085052004,,124.67879893678884,,148.5910538670618,,179.9956439875338,
289,9631.679542203148,170.32487399488124,,85.64393508350106,,145.75851341524606,,128.56970244417323,,152.42940943715877,,179.99552523157305,
290,9665.007153075823,170.75704598331427,,82.98040079501126,,150.42282478513948,,129.78690946872086,,152.75098059102714,,179.99542193785032,
291,9698.334763948498,169.19298406296272,,80.1762041423967,,153.37935766470238,,130.20541670605368,,152.81409584635253,,179.9953598371557,
292,9731.662374821173,168.30022467257893,,78.4910956262017,,154.15546178763498,,130.28831002922226,,152.37759993075016,,179.9955023237528,
293,9764.989985693848,166.8905727302542,,76.72905589884923,,154.99786608610486,,130.45989577245805,,154.9773768465963,,179.9956273677838,
294,9798.317596566523,165.44663077290318,,75.85922579699498,,153.97137705050469,,130.55247182014205,,154.8898078788496,,179.9958572478852,
295,9831.645207439198,165.75558715526415,,75.5206022143847,,153.30115707304518,,131.8175340987025,,152.70015571488375,,179.99584786868553,
296,9864.972818311875,166.00784354085746,,77.65068862894493,,149.9096111409071,161.3584443757308,132.40799750320608,112.62957580985143,148.13534907893234,164.40803475981963,179.99579144978668,155.00787688096315
297,9898.30042918455,166.4077368072563,,80.3460338459773,,145.26387703789229,154.7298099456224,131.80252362630029,108.17860419787854,145.5045006767126,165.33271454207332,179.99569474380493,149.46541061472183
298,9931.628040057225,164.81682072184321,,81.08647626256744,,142.88565328811,150.49231928198597,132.7035107432944,105.7176149670417,141.67009073111694,163.22937371690094,179.9957154597237,146.20299373359828
299,9964.9556509299,163.8542267612877,,82.05916773392167,,141.26367360488598,147.54837390676494,133.93976080769806,105.97825769575381,141.58539200331694,157.9016579569993,179.99566987427139,143.96045260450862
300,9998.283261802575,162.83212501184735,,82.6945427069331,,140.06326877831006,146.66613000676006,135.2394950569021,108.01911772932168,144.95651429269162,160.70013048499072,179.99567438044437,142.93581792308717
301,10031.61087267525,161.94571308734396,,82.282088861381,,139.7295652856268,145.2576430096136,135.6325337131993,106.95629721374223,145.95732811117094,159.43375247915074,179.99563170595545,142.09473410495778
302,10064.938483547925,161.49460232279026,,82.30458266573758,,139.1134212172516,144.8722039256033,135.7090788033516,106.0334669557314,150.61252097694745,159.90394274200375,179.99566088763973,141.58464363409416
303,10098.266094420602,162.1305089663826,,82.56901821320058,,139.03613526857,144.83881255539146,135.61131953540146,105.95605508613964,147.2887047782568,156.72782294128956,179.9957363022787,141.50558663144872
304,10131.593705293277,164.46063165873238,,83.51312793944851,,138.69265698709322,142.70739569065057,130.77089588920015,116.68399644145389,115.66166570579668,143.79996903431243,179.99581478425543,140.23125731662756
305,10164.921316165952,165.9243084070598,,83.92154178885586,,137.30176548789734,,129.98973256730196,,121.89593186596463,,179.99586067589917,
306,10198.248927038627,165.96820237366737,,83.7270779806055,,134.2440617273347,,125.96090673069936,,136.80908118004677,,179.99587433472266,
307,10231.576537911302,166.19481845178092,,83.57954535664187,,132.01710527846697,,123.26768326741856,,136.40173446706564,,179.99589647607647,
308,10264.904148783977,166.08529054999275,,83.41956698580493,,130.4108569831309,,123.10971928589318,,136.73752848311688,,179.9959237827442,
309,10298.231759656652,166.63208285665445,,83.62090995778934,,126.83189338861132,,121.00215217816861,,138.79174956057057,,179.99592414854712,
310,10331.559370529329,167.62544526097446,,84.27750953511884,,124.41438609935366,144.76556659383064,120.86372670739408,107.15251679869918,145.4808997093896,167.14074338326415,179.99587982319088,133.90529566838407
311,10364.886981402004,167.67179092000566,,84.46386973104333,,123.25124277537665,133.65858768555046,118.53793793214614,93.43967475786401,149.6550171686814,170.69191730738171,179.99586176855948,128.02514436926552
312,10398.214592274679,167.6233236013468,,84.60828570596996,,121.26753709105363,131.69023272953808,113.44886818834146,93.33964393493336,105.34011274986015,161.83487091548855,179.99584618931024,126.04952122490538
313,10431.542203147354,167.7000746365219,,84.89536162885308,,116.96007029648553,132.86976008464615,106.75303507193617,94.32205762036374,136.92654356686788,163.1372876813307,179.99585173569145,124.46266822395174
314,10464.869814020029,167.8281780978109,,85.31557776616977,,118.55089466582959,126.28928161881748,99.12606935169035,100.83192785490566,139.8351144852823,135.00891425339054,179.99587292530867,121.93164960608136
315,10498.197424892704,167.91162527996562,,85.82753488532367,,125.38587359536699,124.2845968547886,94.48210183655034,107.25597633498646,160.4601332778435,121.60640392279801,179.99590120246808,124.0969017046953
316,10531.525035765379,168.34320180173356,,86.49672793216739,,132.1485337503914,121.0869442963042,98.69784558672215,104.56731922464255,166.20756037798415,151.21107491371356,179.99599922316085,125.40339078622307
317,10564.852646638055,168.52945007329626,,86.8816604582512,,133.3013135187881,121.51800200584127,99.6433039219136,103.87838854318036,167.30512517896688,153.3757213428915,179.99604271798003,126.20640549048746
318,10598.18025751073,169.052395328498,,87.5900665541453,,135.6496583712307,122.00656661266794,105.1052538031422,104.3031440492989,164.78540337081498,153.8041585065518,179.99606611611387,127.18041746501653
319,10631.507868383405,169.54209805283298,,88.0043196524751,,134.27290084117877,123.32111243017133,102.79994454813725,106.21808776637,167.09829261736184,155.09120528867928,179.99606495031716,127.45273332855056
320,10664.83547925608,170.31397498438113,,88.48788879078487,,133.54133077246007,124.0003961112333,103.14324309704493,107.09150525579369,165.3823290248396,157.5289446208244,179.99606596195136,127.5504730433353
321,10698.163090128755,170.04173595058097,,88.4177423663297,,131.3318448509788,124.39432249752129,102.01075116608142,105.07637034390248,162.81926368904044,155.93353238387965,179.99610747806014,126.67681299223536
322,10731.49070100143,169.08381615453106,,88.0336546576867,,132.00169906862743,125.04789189041166,103.09598369766958,104.83639282140557,159.28558785058496,149.90063528735843,179.99620165057064,127.3626989038316
323,10764.818311874105,168.16028986531336,,87.62410409817075,,131.89455075402765,125.9959304592333,103.39751194880593,104.76737347769313,158.13483563875957,125.67149372232959,179.9962828959358,127.78789655434554
324,10798.145922746782,167.71807017649726,,87.75390373708981,,129.02959317913962,130.03952762099433,105.74638288840521,105.30463428907909,149.47242574793253,124.71023315306608,179.99641822061645,128.39127512495108
325,10831.473533619457,167.4566591199966,,87.35169757645942,,115.8096042042067,142.89883926521335,98.74791913979824,108.62074093676496,142.31719436403492,141.39755088931926,179.9965141622299,128.72209754715925
326,10864.801144492132,167.51062758293565,,86.96693464368728,,111.7925068285737,148.02403117325312,96.35173900763614,111.25316453002738,155.97595697118825,148.25433557625777,179.99646885557158,129.06984502845853
327,10898.128755364807,167.52544394020623,,86.76867127271875,,113.0260550701586,143.99596203448908,98.50049719999737,106.83008163039976,157.51633381754908,154.89930235964988,179.99643942608648,127.73670873363838
328,10931.456366237482,167.55388291104407,,86.0933031050009,,111.89086208469591,146.23416603379243,95.7866464461072,108.6899728180452,155.62635283586457,159.8053230869893,179.9964213676596,128.15090510366147
329,10964.783977110157,167.5753169095381,,85.58645809005463,,112.85734998060391,146.30821011673564,95.9191317342352,108.8501658179881,158.35787221707935,161.25569359355566,179.9963893071651,128.62638447236796
330,10998.111587982832,167.4939518162707,,85.02467270758603,,113.17521081915761,144.28665274023723,95.91194879335373,106.07982136754975,156.34996918970145,164.90905713738658,179.99641255052154,127.76348242160947
331,11031.439198855509,167.3607421938752,,84.40809537925773,,113.87447637258605,140.28270585304128,95.48271511523582,100.29351441600994,140.24377886933482,167.4366926171527,179.99654248605026,126.20347691603862
332,11064.766809728184,166.41229267202178,,83.4637492802119,,113.35233476944141,138.39258066033028,94.42438593939372,99.25835910445903,135.84767110943525,169.32026352885933,179.99663379127085,124.91470951582852
333,11098.094420600859,165.81553763453235,,83.28838881736854,,112.33370585876104,135.13037537248053,92.75966239309344,98.37304119999676,146.45982455383825,169.5963406645295,179.99662969438558,122.78042820924748
334,11131.422031473534,164.2709578917666,,82.5297098290605,,111.3542239095351,130.68777785238154,90.85852372824995,95.39673993631585,148.58308010824595,170.73546838249123,179.99661926032354,120.14397213305821
335,11164.749642346209,162.76960044480117,,81.57523728946342,,110.7045455672793,128.21628714412623,89.69643488876366,94.34020985922193,148.9665416376672,168.50435474681905,179.99667920868708,118.60889141477999
336,11198.077253218884,161.60926269983497,,80.99285082874673,,110.85346944924258,126.48275887028417,90.22060897446057,92.60858337425068,154.3646127197331,169.66838817536302,179.99671322383338,117.84543147709607
337,11231.404864091559,161.43990058344698,,81.062376046423,,109.48725079347702,122.95753779819563,89.07383132071956,90.64766356234165,155.5076181135191,165.81430922159328,179.9967102467244,115.44892201466371
338,11264.732474964236,161.69923201630957,,80.90886822089323,,109.33589892062106,120.23855849857189,89.36896707938463,88.5099657863032,155.17097655413482,164.75530679977615,179.9966951556931,114.05650937658464
339,11298.06008583691,162.3324579652616,,81.03322341630157,,108.86441801388085,116.96989720525804,88.48408445432443,85.5687555158498,154.46521049048354,163.82792589214344,179.996673133962,112.2499524854624
340,11331.387696709586,163.15990435516474,,81.32804109111159,,109.11642619902396,,88.4549576636773,,157.5961969460169,,179.99665457416768,
341,11364.71530758226,163.823209973382,,81.67284896607595,,109.20087561758201,,87.06015992365998,,159.48566542348726,,179.99664352651158,
342,11398.042918454936,164.1482494086928,,81.99603711308512,,109.94938415932849,,86.36845189980751,,160.81567630319913,,179.9966550100818,
343,11431.37052932761,164.49901874289552,,82.52887516265206,,110.31732432382671,,85.8635710139299,,161.3277716005937,,179.9966583736841,
344,11464.698140200286,164.86651441984418,,82.94215705926695,,110.84812995258491,,85.25078990296191,,162.2835505825763,,179.99665067264542,
345,11498.025751072963,165.03639258788758,,82.93315696556796,,111.21960847206472,,85.19949084879553,,162.3824157005468,,179.99662352966553,
346,11531.353361945638,164.94674986850197,,82.87663811128823,,110.84730176614143,,84.48105712248649,,161.8689504169678,,179.9966029922663,
347,11564.680972818313,165.0377069990548,,82.94443691938093,,109.98266625939789,,83.33278645784856,,161.0723219087428,,179.99657910254933,
348,11598.008583690988,165.05688845079882,,82.86549349579693,,109.0423998595664,,82.47374187587695,,164.83626403723173,,179.99659555769944,
349,11631.336194563663,164.7297201179899,,82.33068641588825,,108.53931582276769,,81.74928893362518,,164.3788284295629,,179.99664406959215,
350,11664.663805436337,164.18991025991133,,81.89877161085377,,108.85892706137814,,81.93636358994353,,160.562845565953,,179.99671503491498,
351,11697.991416309012,162.81344194768724,,80.75232050240136,,109.7520364389794,,85.32402815789462,,162.8707652815586,,179.99682221801615,
352,11731.31902718169,162.75722873538027,,80.27947668301532,,110.77724715326941,,89.12489212268095,,162.72039507343553,,179.99687067569357,
353,11764.646638054364,163.46838467621214,,79.86673100983064,,112.61079090240787,,96.10504823967996,,151.926579530945,,179.99688051298025,
354,11797.97424892704,163.92332969283873,,79.4296313943997,,114.79468310127555,,103.14735143864166,,141.3090506497436,,179.99687779565107,
355,11831.301859799714,163.8421827208304,,79.30871719102439,,116.25692273621463,,108.3896656271287,,147.22185013134484,,179.9968629379553,
356,11864.62947067239,163.20728719019226,,78.72125766892225,,117.71163904737803,,112.92651613996772,,156.07132090295457,,179.99686429232875,
357,11897.957081545064,163.71723154273715,,78.87674340250311,,120.30123214670131,,117.11434357385193,,158.99414330543502,,179.9968874358817,
358,11931.28469241774,164.18762718854265,,78.93173594065632,,122.11698600185197,,121.24679304891434,,158.0039892306419,,179.99694206454276,
359,11964.612303290416,164.60381722096488,,78.68359767835047,,124.06252028375823,,126.06312145903459,,156.83812397336962,,179.9969487754338,
360,11997.939914163091,164.5231988660226,,78.19394626603916,,126.21259726094485,,131.35623496424301,,151.0976471288021,,179.99693204901413,
361,12031.267525035766,164.35851966190776,,77.46664880969243,,128.22858354737915,,135.10863701247416,,150.0834768589303,,179.9969388945131,
362,12064.595135908441,163.42246991759328,,76.10230732356098,,130.83798784473004,,139.2175091670241,,150.23482019349385,,179.99695965150738,
363,12097.922746781116,163.72246984678338,,75.36639839505894,,133.24143442789227,,141.20977466933505,,150.97660692852844,,179.99688352222745,
364,12131.250357653791,163.63410939075206,,74.50633783951874,,135.81115203493582,,144.33804812490988,,149.4900570496444,,179.996806594033,
365,12164.577968526466,163.28437010692284,,73.35359205786864,,138.26228902458251,,147.0339575456077,,148.7516277925256,,179.99662422618255,
366,12197.905579399143,160.84036365576978,,70.51689887355771,,139.4834852350236,,150.43641678537642,,149.8362534903282,,179.99653571750653,
367,12231.233190271818,161.44423910319225,,68.93685963628101,,143.0171202292757,147.96250658828157,154.60484156200295,97.3826610550781,152.4049379762103,145.76945522675393,179.9962108080841,145.5553690632986
368,12264.560801144493,160.6903483371327,,67.79263498167491,,145.98908067188077,151.88464246592432,159.91237104785006,99.81526304005189,159.01367758040192,171.477399055161,179.99616467249874,149.18047769141407
369,12297.888412017168,162.45660252880674,,67.34908045204305,,148.66289109729288,154.29437720037419,165.35881322553504,102.18958217246775,153.9909302802364,167.97759981753924,179.99582993492194,151.7376415382727
370,12331.216022889843,163.68530039366635,,66.49436798176475,,149.36764332772321,154.3560540301855,167.61881377764342,104.46217057952798,155.18276221363186,167.67977702036794,179.99548949774575,152.12964471461288
371,12364.543633762518,165.8219626975285,,67.22794637472062,,148.56674223969472,155.19036200855965,167.9027610452087,107.58660773207254,150.1166084157294,113.98415065549341,179.99500440412194,152.2152379828764
372,12397.871244635193,168.47820554826066,,67.67485524887461,,149.24169944169006,154.61388046614314,169.57470559918775,110.60197409118781,151.32079596594096,131.32833439449442,179.99457245113595,152.24647016064833
373,12431.19885550787,169.35833359100747,,68.64733385956751,,149.67690981831504,155.14410082650213,171.43355364742243,112.617175656562,146.9163766312592,137.5674919943712,179.99480391100133,152.7269983951918
374,12464.526466380545,166.87691784596277,,65.6871460251257,,153.80949137328452,158.98754659409556,173.95682722097624,117.18177766657762,144.2944229068845,140.04428947946326,179.99524618963966,156.71617367198075
375,12497.85407725322,166.39399494435952,,63.52605722993814,,158.5670697521542,162.63056263648613,178.97879104046774,121.96199694073306,146.39149676175995,126.25448852079374,179.99520235423256,160.8728579030248
376,12531.181688125895,166.10081966450844,,62.09135484824498,,157.53536766700734,162.2440166593585,178.49484637319003,125.44915901066082,154.20229109131242,139.0039837275249,179.99512984895938,160.06416606130944
377,12564.50929899857,162.45440863631453,177.7625995858256,56.59759648329478,158.96289517094522,159.9725337299195,158.28123659938737,179.97086951330996,128.51438981292316,156.9296880133845,140.83947625645422,179.99380384106294,159.16121401955147
378,12597.836909871245,161.0569986555424,177.38699421676284,56.00086072323239,158.8839868053609,157.76933479291102,157.30519279930326,177.73106809824623,131.91682339973175,165.8742458208376,145.59429742563728,179.99461744303917,157.6090404967751
379,12631.16452074392,155.87725655078978,178.8775591159817,51.96661844422005,160.2814145619052,160.27870203227084,158.68971235456053,179.57348392489808,136.95665680982577,177.1839615535422,143.87562130259525,179.99510359451563,159.56399899044095
380,12664.492131616596,152.81483642381278,177.8657805753134,50.635237694467804,158.79957013924846,160.25881356656652,162.39883753385422,178.58407673712486,141.78267972670835,177.20478257437642,144.5889727317287,179.9954964709902,161.53423663379047
381,12697.819742489271,151.50064802457456,176.10847254557206,51.59551291772891,159.98226674634594,157.64795628436855,163.0088935606827,178.72827847478425,145.63480054051618,173.7394410001806,146.93142339895374,179.9956680075407,160.5909974324689
382,12731.147353361946,149.54613537430063,177.3767252636056,50.607585309061506,158.67701715262368,157.02256290214194,165.38125741903278,179.6022356197565,148.71859136784175,174.4109450963162,147.05919932435572,179.99587461309406,161.5443139283192
383,12764.474964234621,149.03642350317722,178.27791965506702,51.184934933653906,158.22434890656098,156.20666408058,165.73162065765706,179.90688853670156,149.6679960993564,175.64989923667028,147.09040026966596,179.9961047764029,161.3956403664285
384,12797.802575107296,151.73917592682042,176.7275120172551,53.22512711023052,159.89444321361432,155.63205415592097,168.38276243263255,179.06149994202335,155.04585746607842,176.27021190065435,146.84153681699928,179.99617155654138,162.5178023248626
385,12831.130185979971,152.27208646186617,173.60148999747156,54.33247716640585,162.6288900106025,154.61655936743222,167.69397406436633,178.67735435693365,155.9052240742334,174.61269457294028,147.6551790286072,179.99630327348925,161.80370212559066
386,12864.457796852648,153.02218497987695,170.03105843566928,56.187624281650045,165.03876200927482,153.08639299999916,167.67440934222103,178.31658376326712,157.92897912130073,175.9497591618344,140.84419810268957,179.9964211361741,161.15990696948458
387,12897.785407725323,154.06202600667632,171.5402802430453,57.69578456489804,164.21708316856376,152.32013230664595,167.27225767434936,178.44980201368352,158.45180658948308,173.43578597096572,139.8018025135131,179.99652799481103,160.69644147325604
388,12931.113018597998,153.7502321184304,170.42947967297772,58.003750747221325,164.29215900198764,151.75468903195204,165.82469434921921,178.15193985695782,158.5405479829527,179.40783634137122,141.76305184432934,179.9966207663883,159.69400495520148
389,12964.440629470673,154.19665353227143,171.22578443756703,58.46890884005995,163.99139172611328,152.2062103416758,165.04363203833128,178.35657248324296,159.66562219368845,172.0028558810422,143.74476903827545,179.99665372745162,159.49149508194816
390,12997.768240343348,154.68351328594898,172.48775642821653,59.11065256488283,163.9696711941483,152.09145021467063,163.904497189963,178.57993501582015,159.7575782678402,171.7117058089983,144.43412653650054,179.99667849186196,158.85704853619194
391,13031.095851216023,154.08960013053448,171.48409489114235,60.067088457039006,166.13216932730728,149.97270155242956,162.29393241387814,176.22990862508865,159.8449682341772,173.9760104368216,140.25046642738894,179.9966358687773,157.05024029643394
392,13064.423462088698,153.72475268230212,171.43840029025762,59.642332294273665,166.96097416257552,153.03949705105393,161.82234246408967,178.97050390581933,160.4868732156799,172.709019815338,142.86512681616034,179.99656680662767,158.13811413390383
393,13097.751072961375,153.60844436282343,170.33139118729372,59.50898319540305,169.0187336266959,155.60213622883376,172.77715386459766,177.04052481347938,179.00052758661204,167.6165206061831,152.7707124580571,179.99648325898806,164.92424047072498
